symbol	entrez	ensembl	uniprot
FKBP2	2286	ENSG00000173486	
VAV3	10451	ENSG00000134215	
ITPKC	80271	ENSG00000086544	Q96DU7
UBXN2B	137886	ENSG00000215114	Q14CS0
C5	727	ENSG00000106804	P01031
ITPKC	80271	ENSG00000086544	
PLSCR4	57088	ENSG00000114698	Q9NRQ2
UBXN2B	137886	ENSG00000215114	
OR2H1	26716	ENSG00000224395	Q9GZK4
IL4	3565	ENSG00000113520	P05112
ADGRE5	976	ENSG00000123146	P48960
UTP4	84916	ENSG00000141076	Q969X6
SPIB	6689	ENSG00000269404	Q01892
ADGRE5	976	ENSG00000123146	
SNRPA	6626	ENSG00000077312	
PARK7	11315	ENSG00000116288	Q99497
SPIB	6689	ENSG00000269404	
IL4	3565	ENSG00000113520	
PLSCR4	57088	ENSG00000114698	
MVK	4598	ENSG00000110921	Q03426
MAS1L	116511	ENSG00000228377	P35410
PRRC2A	7916	ENSG00000231370	P48634
SLC26A9	115019	ENSG00000174502	Q7LBE3
ABCF3	55324	ENSG00000161204	Q9NUQ8
PARK7	11315	ENSG00000116288	
SNRPA	6626	ENSG00000077312	P09012
ANXA13	312	ENSG00000104537	P27216
ABCF3	55324	ENSG00000161204	
EXOSC1	51013	ENSG00000171311	Q9Y3B2
EXOSC1	51013	ENSG00000171311	
ANXA13	312	ENSG00000104537	
HLA-C	3107	ENSG00000228299	
KRT25	147183	ENSG00000204897	Q7Z3Z0
RIPK4	54101	ENSG00000183421	P57078
ZIC2	7546	ENSG00000043355	O95409
AC026464.4		ENSG00000260914	
ACTG1	71	ENSG00000184009	P63261
OSM	5008	ENSG00000099985	P13725
TMED6	146456	ENSG00000157315	Q8WW62
OSM	5008	ENSG00000099985	
C4B	721	ENSG00000228454	P0C0L5
AC026464.1		ENSG00000259900	
FLII	2314	ENSG00000177731	
AC026464.6		ENSG00000272617	
AL022238.4		ENSG00000284431	
PDCD1	5133	ENSG00000188389	Q15116
TBCE	6905	ENSG00000284770	Q15813
PDCD1	5133	ENSG00000188389	
GUK1	2987	ENSG00000143774	
RETSAT	54884	ENSG00000042445	
ABHD17A	81926	ENSG00000129968	Q96GS6
ACTG1	71	ENSG00000184009	
SUMO3	6612	ENSG00000184900	
CHCHD4	131474	ENSG00000163528	Q8N4Q1
SNTB2	6645	ENSG00000168807	Q13425
TAP2	6891	ENSG00000223481	
TAP2	6891	ENSG00000223481	Q03519
SNTB2	6645	ENSG00000168807	
C4B	721	ENSG00000228454	
ABHD17A	81926	ENSG00000129968	
PGAM1	5223	ENSG00000171314	P18669
SGSM3	27352	ENSG00000100359	
METAP1	23173	ENSG00000164024	P53582
PDF	64146	ENSG00000258429	Q9HBH1
RETSAT	54884	ENSG00000042445	Q6NUM9
MYBPC2	4606	ENSG00000086967	Q14324
SUMO3	6612	ENSG00000184900	P55854
COMMD4	54939	ENSG00000140365	Q9H0A8
FSCN2	25794	ENSG00000186765	O14926
TMCC3	57458	ENSG00000057704	Q9ULS5
TMCC3	57458	ENSG00000057704	
VPS4A	27183	ENSG00000132612	Q9UN37
GABRA3	2556	ENSG00000011677	P34903
GZMM	3004	ENSG00000197540	
COMMD4	54939	ENSG00000140365	
FAAP100	80233	ENSG00000185504	
LRCH1	23143	ENSG00000136141	Q9Y2L9
METAP1	23173	ENSG00000164024	
SGSM3	27352	ENSG00000100359	Q96HU1
GZMM	3004	ENSG00000197540	P51124
PROP1	5626	ENSG00000280635	
RNF2	6045	ENSG00000121481	Q99496
FAM71E1	112703	ENSG00000142530	
CCDC25	55246	ENSG00000147419	Q86WR0
ZMAT1	84460	ENSG00000166432	Q5H9K5
SLC6A9	6536	ENSG00000196517	
INF2	64423	ENSG00000203485	Q27J81
ZMAT1	84460	ENSG00000166432	
LRCH1	23143	ENSG00000136141	
RNF2	6045	ENSG00000121481	
INPP5J	27124	ENSG00000185133	Q15735
IL1R1	3554	ENSG00000115594	
FAAP100	80233	ENSG00000185504	Q0VG06
MTMR7	9108	ENSG00000003987	Q9Y216
KRT26	353288	ENSG00000186393	Q7Z3Y9
INF2	64423	ENSG00000203485	
DYSF	8291	ENSG00000135636	O75923
MTMR7	9108	ENSG00000003987	
ICOS	29851	ENSG00000163600	Q9Y6W8
FAM71E1	112703	ENSG00000142530	Q6IPT2
RAB4B-EGLN2		ENSG00000171570	
SLC6A14	11254	ENSG00000268104	Q9UN76
ZZEF1	23140	ENSG00000074755	O43149
ELF4	2000	ENSG00000102034	Q99607
EFEMP1	2202	ENSG00000115380	Q12805
GTPBP10	85865	ENSG00000105793	
AKR1A1	10327	ENSG00000117448	P14550
CCDC25	55246	ENSG00000147419	
ZZEF1	23140	ENSG00000074755	
AKR1A1	10327	ENSG00000117448	
CT83	203413	ENSG00000204019	Q5H943
ELF4	2000	ENSG00000102034	
ARHGEF2	9181	ENSG00000116584	Q92974
AC008537.1		ENSG00000268797	
CRTC1	23373	ENSG00000105662	Q6UUV9
SLC6A9	6536	ENSG00000196517	P48067
PPP1R14B	26472	ENSG00000173457	
MTR	4548	ENSG00000116984	Q99707
CRTC1	23373	ENSG00000105662	
PPP1R14B	26472	ENSG00000173457	Q96C90
EMC10	284361	ENSG00000161671	
TMEM14A	28978	ENSG00000096092	Q9Y6G1
TYW5	129450	ENSG00000162971	A2RUC4
GFI1	2672	ENSG00000162676	Q99684
ARID4B	51742	ENSG00000054267	
MTR	4548	ENSG00000116984	
TSBP1	10665	ENSG00000206245	Q5SRN2
ABHD2	11057	ENSG00000140526	
SULT1C3	442038	ENSG00000196228	Q6IMI6
ARHGEF2	9181	ENSG00000116584	
EFEMP1	2202	ENSG00000115380	
TSBP1	10665	ENSG00000206245	
ESCO2	157570	ENSG00000171320	
GTPBP10	85865	ENSG00000105793	A4D1E9
CLCN3	1182	ENSG00000109572	
VPS37A	137492	ENSG00000155975	Q8NEZ2
B2M	567	ENSG00000273686	P61769
VPS37A	137492	ENSG00000155975	
TYW5	129450	ENSG00000162971	
IL1RAP	3556	ENSG00000196083	Q9NPH3
TSEN54	283989	ENSG00000182173	
FCAR	2204	ENSG00000276858	P24071
B2M	567	ENSG00000273686	
NPLOC4	55666	ENSG00000182446	Q8TAT6
IL1RAP	3556	ENSG00000196083	
NPLOC4	55666	ENSG00000182446	
TSEN54	283989	ENSG00000182173	Q7Z6J9
ABHD2	11057	ENSG00000140526	P08910
CHRNB4	1143	ENSG00000117971	P30926
TTC7B	145567	ENSG00000165914	Q86TV6
EMC10	284361	ENSG00000161671	Q5UCC4
MAIP1	79568	ENSG00000162972	Q8WWC4
MAIP1	79568	ENSG00000162972	
KIF3A	11127	ENSG00000131437	Q9Y496
TTC7B	145567	ENSG00000165914	
KIF3A	11127	ENSG00000131437	
ERRFI1	54206	ENSG00000116285	
CHRNB4	1143	ENSG00000117971	
ILDR2	387597	ENSG00000143195	Q71H61
ESCO2	157570	ENSG00000171320	Q56NI9
MIA	8190	ENSG00000261857	
ERRFI1	54206	ENSG00000116285	Q9UJM3
C2orf69	205327	ENSG00000178074	Q8N8R5
RAB7B	338382	ENSG00000276600	Q96AH8
ILDR2	387597	ENSG00000143195	
RAB7B	338382	ENSG00000276600	
SHISA2	387914	ENSG00000180730	Q6UWI4
CCDC24	149473	ENSG00000159214	
CUEDC1	404093	ENSG00000180891	Q9NWM3
OR10D3	26497	ENSG00000197309	Q8NH80
ADPGK	83440	ENSG00000159322	
MIA	8190	ENSG00000261857	Q16674
LRRN2	10446	ENSG00000170382	O75325
SPIDR	23514	ENSG00000164808	Q14159
BTNL2	56244	ENSG00000225412	
TSPAN10	83882	ENSG00000182612	
SERPINC1	462	ENSG00000117601	P01008
CCDC24	149473	ENSG00000159214	Q8N4L8
DPM3	54344	ENSG00000179085	Q9P2X0
ADPGK	83440	ENSG00000159322	Q9BRR6
BTNL2	56244	ENSG00000225412	Q9UIR0
SERPINC1	462	ENSG00000117601	
SPIDR	23514	ENSG00000164808	
JOSD2	126119	ENSG00000161677	Q8TAC2
CUEDC1	404093	ENSG00000180891	
KRT27	342574	ENSG00000171446	Q7Z3Y8
PDE6G	5148	ENSG00000185527	P18545
PDHA1	5160	ENSG00000131828	
OR8G1	26494	ENSG00000197849	Q15617
CLDN12	9069	ENSG00000157224	
CLDN12	102723899	ENSG00000157224	
PSMB8	5696	ENSG00000230034	
PSMB8	5696	ENSG00000230034	P28062
IL1R1	3554	ENSG00000115594	P14778
GLS	2744	ENSG00000115419	O94925
CLCN1	1180	ENSG00000188037	
JOSD2	126119	ENSG00000161677	
GLS	2744	ENSG00000115419	
RAB4B	53916	ENSG00000167578	P61018
GPR22	2845	ENSG00000172209	Q99680
GABRQ	55879	ENSG00000268089	Q9UN88
BACH1	571	ENSG00000156273	
TCEAL2	140597	ENSG00000184905	Q9H3H9
SH2D7	646892	ENSG00000183476	
SH2D7	646892	ENSG00000183476	A6NKC9
CLDN12	9069	ENSG00000157224	P56749
CLDN12	102723899	ENSG00000157224	P56749
CDK17	5128	ENSG00000059758	Q00537
RANBP17	64901	ENSG00000204764	Q9H2T7
DUS4L-BCAP29	115253422	ENSG00000288558	
KRT28	162605	ENSG00000173908	Q7Z3Y7
CDK17	5128	ENSG00000059758	
CSNK1A1	1452	ENSG00000113712	P48729
RAB4B	53916	ENSG00000167578	
TCEAL6	158931	ENSG00000204071	Q6IPX3
ASPDH	554235	ENSG00000204653	A6ND91
AASS	10157	ENSG00000008311	Q9UDR5
ANO7	50636	ENSG00000146205	
ANO7	50636	ENSG00000146205	Q6IWH7
CSNK1A1	1452	ENSG00000113712	
MRPL23	6150	ENSG00000214026	Q16540
MRPL23	107987373	ENSG00000214026	Q16540
BCS1L	617	ENSG00000074582	
CLCN1	1180	ENSG00000188037	P35523
MRPL23	6150	ENSG00000214026	
MRPL23	107987373	ENSG00000214026	
SBSN	374897	ENSG00000189001	
ASPDH	554235	ENSG00000204653	
SBSN	374897	ENSG00000189001	Q6UWP8
CYP2A6	1548	ENSG00000255974	P11509
AASS	10157	ENSG00000008311	
MRTFA	57591	ENSG00000196588	
KRT10	3858	ENSG00000186395	
CYP2A6	1548	ENSG00000255974	
BACH1	571	ENSG00000156273	O14867
FLII	2314	ENSG00000177731	Q13045
PDHA1	5160	ENSG00000131828	P08559
KRT10	3858	ENSG00000186395	P13645
TAP1	6890	ENSG00000224212	Q03518
MRTFA	57591	ENSG00000196588	Q969V6
LRRC4B	94030	ENSG00000131409	Q9NT99
VEZF1	7716	ENSG00000136451	
LRRC4B	94030	ENSG00000131409	
MAGEA3	4102	ENSG00000221867	P43357
VEZF1	7716	ENSG00000136451	Q14119
PBK	55872	ENSG00000168078	Q96KB5
CIB2	10518	ENSG00000136425	O75838
CCDC137	339230	ENSG00000185298	Q6PK04
CCDC137	339230	ENSG00000185298	
MAGEA3	4102	ENSG00000221867	
SYT3	84258	ENSG00000213023	
PBK	55872	ENSG00000168078	
SPDYE2B	100310812	ENSG00000173678	A6NHP3
TNXB	7148	ENSG00000236236	
OXLD1	339229	ENSG00000204237	Q5BKU9
CYP2B6	1555	ENSG00000197408	P20813
OXLD1	339229	ENSG00000204237	
TENM3	55714	ENSG00000218336	
TNXB	7148	ENSG00000236236	P22105
CIB2	10518	ENSG00000136425	
CYP2B6	1555	ENSG00000197408	
AC015813.2		ENSG00000266086	
POLR2J3	548644	ENSG00000285437	
DOC2B	8447	ENSG00000272636	Q14184
CDK14	5218	ENSG00000058091	
SLK	9748	ENSG00000065613	Q9H2G2
TENM3	55714	ENSG00000218336	Q9P273
EGLN2	112398	ENSG00000269858	
MRPL13	28998	ENSG00000172172	
SLK	9748	ENSG00000065613	
PSMB9	5698	ENSG00000240118	P28065
NMRAL1	57407	ENSG00000274684	Q9HBL8
PSMB9	5698	ENSG00000240118	
SRSF1	6426	ENSG00000136450	Q07955
NMRAL1	57407	ENSG00000274684	
SYT3	84258	ENSG00000213023	Q9BQG1
MRPL13	28998	ENSG00000172172	Q9BYD1
ATOH8	84913	ENSG00000168874	Q96SQ7
SRSF1	6426	ENSG00000136450	
MAP3K15	389840	ENSG00000180815	
RNF6	6049	ENSG00000127870	Q9Y252
ARID4B	51742	ENSG00000054267	Q4LE39
CLCN3	1182	ENSG00000109572	P51790
C19orf81	342918	ENSG00000235034	C9J6K1
EGLN2	112398	ENSG00000269858	Q96KS0
C19orf81	342918	ENSG00000235034	
AC004997.1		ENSG00000248751	
HS3ST5	222537	ENSG00000249853	Q8IZT8
CYP21A2	1589	ENSG00000198457	P08686
MAP3K15	389840	ENSG00000180815	Q6ZN16
MTBP	27085	ENSG00000172167	Q96DY7
NUTM2A	728118	ENSG00000184923	Q8IVF1
ACSBG1	23205	ENSG00000103740	Q96GR2
MTBP	27085	ENSG00000172167	
BSG	682	ENSG00000172270	P35613
ACSBG1	23205	ENSG00000103740	
ABHD16A	7920	ENSG00000224552	
FAM91A1	157769	ENSG00000176853	
NUTM2D	728130	ENSG00000214562	Q5VT03
WDR60	55112	ENSG00000126870	Q8WVS4
NUTM2D	728130	ENSG00000214562	
ERCC4	2072	ENSG00000175595	Q92889
PLSCR2	57047	ENSG00000163746	
KIF13A	63971	ENSG00000137177	Q9H1H9
WDR60	55112	ENSG00000126870	
FAM91A1	157769	ENSG00000176853	Q658Y4
ABHD16A	7920	ENSG00000224552	O95870
KIF13A	63971	ENSG00000137177	
TRMT1L	81627	ENSG00000121486	Q7Z2T5
SNTB1	6641	ENSG00000172164	Q13884
SNTB1	6641	ENSG00000172164	
TFAM	7019	ENSG00000108064	Q00059
CYP21A2	1589	ENSG00000198457	
TRMT1L	81627	ENSG00000121486	
POLR2J3		ENSG00000168255	
MIA-RAB4B		ENSG00000268975	
TMEM147	10430	ENSG00000105677	Q9BVK8
ERCC4	2072	ENSG00000175595	
RANBP17	64901	ENSG00000204764	
TFAM	7019	ENSG00000108064	
TMEM147	10430	ENSG00000105677	
POLR2J3		ENSG00000168255	Q9H1A7
PLSCR2	57047	ENSG00000163746	Q9NRY7
SHANK1	50944	ENSG00000161681	Q9Y566
BCAP29	55973	ENSG00000075790	Q9UHQ4
ZNF512B	57473	ENSG00000196700	Q96KM6
IGSF11	152404	ENSG00000144847	Q5DX21
BCAP29	55973	ENSG00000075790	
BSG	682	ENSG00000172270	
IGSF11	152404	ENSG00000144847	
SEMA6A	57556	ENSG00000092421	Q9H2E6
SEMA6A	57556	ENSG00000092421	
RTP5	285093	ENSG00000188011	
CYP2A7	1549	ENSG00000198077	P20853
ORM2	5005	ENSG00000228278	P19652
PPP1R14D	54866	ENSG00000166143	Q9NXH3
CTF1	1489	ENSG00000150281	Q16619
RTP5	285093	ENSG00000188011	Q14D33
CYP2A7	1549	ENSG00000198077	
UPK3BL1	100134938	ENSG00000267368	B0FP48
UPK3BL1	100134938	ENSG00000267368	E5RIL1
PPP1R14D	54866	ENSG00000166143	
FAM240C		ENSG00000216921	A0A1B0GVR7
AC105052.1		ENSG00000205236	
FAM240C		ENSG00000216921	
SHANK1	50944	ENSG00000161681	
EVI5	7813	ENSG00000067208	O60447
TBC1D10A	83874	ENSG00000099992	Q9BXI6
EVI5	7813	ENSG00000067208	
ORM1	5004	ENSG00000229314	P02763
GAPDHS	26330	ENSG00000105679	O14556
LLGL1	3996	ENSG00000131899	Q15334
CSAG2	102723547	ENSG00000268902	
GAPDHS	26330	ENSG00000105679	
ORAI3	93129	ENSG00000175938	Q9BRQ5
ORAI3	93129	ENSG00000175938	
CYP2A13	1553	ENSG00000197838	Q16696
LLGL1	3996	ENSG00000131899	
GRIK1	2897	ENSG00000171189	
CDK14	5218	ENSG00000058091	O94921
GOLGA6L6	727832	ENSG00000277322	A8MZA4
GRIK1	2897	ENSG00000171189	P39086
IDH3A	3419	ENSG00000166411	P50213
FBXL19	54620	ENSG00000099364	
CDC42EP5	148170	ENSG00000278444	Q6NZY7
ADSL	158	ENSG00000239900	
CLEC11A	6320	ENSG00000105472	Q9Y240
TBC1D10A	83874	ENSG00000099992	
KRT12	3859	ENSG00000187242	Q99456
CLEC11A	6320	ENSG00000105472	
LPCAT1	79888	ENSG00000275079	
HDAC2	3066	ENSG00000196591	Q92769
STAC	6769	ENSG00000144681	Q99469
KRT12	3859	ENSG00000187242	
STAC	6769	ENSG00000144681	
GPR32	2854	ENSG00000142511	O75388
PUS7L	83448	ENSG00000129317	Q9H0K6
KIF21A	55605	ENSG00000139116	
LTA	4049	ENSG00000226979	P01374
XRN1	54464	ENSG00000114127	Q8IZH2
ZNF800	168850	ENSG00000048405	Q2TB10
KIF21A	55605	ENSG00000139116	Q7Z4S6
PTTG1IP	754	ENSG00000183255	
AC010325.1		ENSG00000261341	
UCKL1	54963	ENSG00000198276	Q9NWZ5
XRN1	54464	ENSG00000114127	
CYP2F1	1572	ENSG00000197446	P24903
ZNF800	168850	ENSG00000048405	
UCKL1	54963	ENSG00000198276	
ANXA1	301	ENSG00000135046	P04083
NDUFA12	55967	ENSG00000184752	
CYP2F1	1572	ENSG00000197446	
ACP4	93650	ENSG00000142513	Q9BZG2
IDH3A	3419	ENSG00000166411	
ANXA1	301	ENSG00000135046	
PTTG1IP	754	ENSG00000183255	P53801
PUS7L	83448	ENSG00000129317	
CASTOR1	652968	ENSG00000239282	Q8WTX7
MAGEA2B	266740	ENSG00000183305	P43356
TNF	7124	ENSG00000232810	P01375
CASTOR1	652968	ENSG00000239282	
ARL16	339231	ENSG00000214087	Q0P5N6
MAGEA2B	266740	ENSG00000183305	
ARL16	339231	ENSG00000214087	
RAPGEFL1	51195	ENSG00000108352	Q9UHV5
NDUFA12	55967	ENSG00000184752	Q9UI09
CCDC85A	114800	ENSG00000055813	Q96PX6
BCS1L	617	ENSG00000074582	Q9Y276
RAPGEFL1	51195	ENSG00000108352	
GABBR2	9568	ENSG00000136928	O75899
HDAC2	3066	ENSG00000196591	
SDR42E1	93517	ENSG00000184860	Q8WUS8
EMP1	2012	ENSG00000134531	P54849
COG5	10466	ENSG00000164597	Q9UP83
CYP2S1	29785	ENSG00000167600	Q96SQ9
EMP1	2012	ENSG00000134531	
MDFIC2	107986096	ENSG00000242120	A0A1B0GVS7
CYP2S1	29785	ENSG00000167600	
ADM2	79924	ENSG00000128165	Q7Z4H4
SDR42E1	93517	ENSG00000184860	
DDX39A	10212	ENSG00000123136	O00148
LTB	4050	ENSG00000227507	Q06643
FBXL19	54620	ENSG00000099364	Q6PCT2
VIPR2	7434	ENSG00000106018	P41587
COMP	1311	ENSG00000105664	
GABBR2	9568	ENSG00000136928	
VIPR2	7434	ENSG00000106018	
COG5	10466	ENSG00000164597	
DDX39A	10212	ENSG00000123136	
IWS1	55677	ENSG00000163166	
COMP	1311	ENSG00000105664	P49747
HMOX2	3163	ENSG00000277424	
HGS	9146	ENSG00000185359	
FER1L6	654463	ENSG00000214814	Q2WGJ9
RASA4	10156	ENSG00000105808	O43374
ANKFY1	51479	ENSG00000185722	Q9P2R3
LAIR2	3904	ENSG00000277335	
RASA4	10156	ENSG00000105808	
POLB	5423	ENSG00000070501	
DYRK1A	1859	ENSG00000157540	
ZNF142	7701	ENSG00000115568	P52746
MYCT1	80177	ENSG00000120279	Q8N699
ADSL	158	ENSG00000239900	P30566
MYCT1	80177	ENSG00000120279	
C19orf48	84798	ENSG00000167747	Q6RUI8
BICC1	80114	ENSG00000122870	Q9H694
ZMYND10	51364	ENSG00000004838	O75800
DYRK1A	1859	ENSG00000157540	Q13627
BICC1	80114	ENSG00000122870	
MC1R	4157	ENSG00000258839	
MC1R	4157	ENSG00000258839	Q01726
ZNF142	7701	ENSG00000115568	
RC3H1	149041	ENSG00000135870	Q5TC82
AC092143.1		ENSG00000198211	
HCK	3055	ENSG00000101336	
ANKFY1	51479	ENSG00000185722	
LAIR2	3904	ENSG00000277335	Q6ISS4
ZMYND10	51364	ENSG00000004838	
KLK1	3816	ENSG00000167748	
SLC22A17	51310	ENSG00000092096	
HMOX2	3163	ENSG00000277424	P30519
UPK3BL2	107983993	ENSG00000284981	E5RIL1
OGT	8473	ENSG00000147162	O15294
KLK1	3816	ENSG00000167748	P06870
POLR2J2	246721	ENSG00000228049	
HSD17B2	3294	ENSG00000086696	
POLR2J2	246721	ENSG00000228049	Q9GZM3
IWS1	55677	ENSG00000163166	Q96ST2
GRIN2B	2904	ENSG00000273079	
SPDYE2	441273	ENSG00000205238	Q495Y8
HGS	9146	ENSG00000185359	O14964
AC093668.1		ENSG00000270249	
KIF26B	55083	ENSG00000162849	Q2KJY2
HSD17B2	3294	ENSG00000086696	P37059
CYB5D2	124936	ENSG00000167740	Q8WUJ1
AC105052.3		ENSG00000267645	
HLA-DRA	3122	ENSG00000226260	P01903
PRSS48	345062	ENSG00000189099	Q7RTY5
HLA-DRA	3122	ENSG00000226260	
HBP1	26959	ENSG00000105856	O60381
OGT	8473	ENSG00000147162	
HBP1	26959	ENSG00000105856	
KIF26B	55083	ENSG00000162849	
BEX5	340542	ENSG00000184515	Q5H9J7
SLC22A17	51310	ENSG00000092096	Q8WUG5
CYB5D2	124936	ENSG00000167740	
MEPCE	56257	ENSG00000146834	Q7L2J0
PGP	283871	ENSG00000184207	A6NDG6
PGP	283871	ENSG00000184207	
QPCT	25797	ENSG00000115828	
SLC2A8	29988	ENSG00000136856	Q9NY64
HCK	3055	ENSG00000101336	P08631
PKN1	5585	ENSG00000123143	
ADSS1	122622	ENSG00000185100	Q8N142
ESD	2098	ENSG00000139684	P10768
GRIN2B	2904	ENSG00000273079	Q13224
AGAP1	116987	ENSG00000157985	Q9UPQ3
SLC2A8	29988	ENSG00000136856	
KLK15	55554	ENSG00000174562	Q9H2R5
ESD	2098	ENSG00000139684	
BRICD5	283870	ENSG00000182685	Q6PL45
BRICD5	283870	ENSG00000182685	
KLK15	55554	ENSG00000174562	
SLC37A1	54020	ENSG00000160190	
QPCT	25797	ENSG00000115828	Q16769
EFS	10278	ENSG00000100842	O43281
ADSS1	122622	ENSG00000185100	
TIPIN	54962	ENSG00000075131	Q9BVW5
PRRT1	80863	ENSG00000235956	Q99946
TIPIN	54962	ENSG00000075131	
CHCHD2	51142	ENSG00000106153	Q9Y6H1
PRRT1	80863	ENSG00000235956	
P2RY8	286530	ENSG00000182162	Q86VZ1
P2RY8	286530	ENSG00000182162	
NDUFS7	374291	ENSG00000115286	O75251
SLC45A1	50651	ENSG00000162426	Q9Y2W3
OR6Q1	219952	ENSG00000279051	Q8NGQ2
OR9I1	219954	ENSG00000172377	Q8NGQ6
CTPS2	56474	ENSG00000047230	Q9NRF8
DUS4L	11062	ENSG00000105865	
SLC45A1	50651	ENSG00000162426	
TCF25	22980	ENSG00000141002	Q9BQ70
NCR1	9437	ENSG00000275521	
CASC4	113201	ENSG00000166734	
OR9Q1	219956	ENSG00000186509	Q8NGQ5
TCF25	22980	ENSG00000141002	
CTPS2	56474	ENSG00000047230	
DIPK1A	388650	ENSG00000154511	Q5T7M9
DDX46	9879	ENSG00000145833	
IL25	64806	ENSG00000166090	Q9H293
ZCWPW1	55063	ENSG00000078487	Q9H0M4
DUS4L	11062	ENSG00000105865	O95620
DIPK1A	388650	ENSG00000154511	
S100G	795	ENSG00000169906	P29377
CASC4	113201	ENSG00000166734	Q6P4E1
TRIM69	140691	ENSG00000278211	
ATAT1	79969	ENSG00000206488	Q5SQI0
TRIM69	140691	ENSG00000278211	Q86WT6
KLK3	354	ENSG00000142515	
DPY19L4	286148	ENSG00000156162	
DDX46	9879	ENSG00000145833	Q7L014
SLC37A1	54020	ENSG00000160190	P57057
AGAP1	116987	ENSG00000157985	
TCP11X1	100996631	ENSG00000268235	
POLB	5423	ENSG00000070501	P06746
C5orf24	134553	ENSG00000181904	Q7Z6I8
SPINT1	6692	ENSG00000166145	O43278
ZCWPW1	55063	ENSG00000078487	
RPL5	6125	ENSG00000122406	
SOS2	6655	ENSG00000100485	Q07890
RBMS1	5937	ENSG00000153250	P29558
EGFL8	80864	ENSG00000239974	Q99944
SPINT1	6692	ENSG00000166145	
C5orf24	134553	ENSG00000181904	
ARHGEF37	389337	ENSG00000183111	
SOS2	6655	ENSG00000100485	
EGFL8	80864	ENSG00000239974	
RBMS1	5937	ENSG00000153250	
RPL5	6125	ENSG00000122406	P46777
ARHGEF37	389337	ENSG00000183111	A1IGU5
ZP2	7783	ENSG00000103310	Q05996
DPP6	1804	ENSG00000130226	
RSPH1	89765	ENSG00000160188	Q8WYR4
DPP6	1804	ENSG00000130226	P42658
MLST8	64223	ENSG00000167965	
AXL	558	ENSG00000167601	P30530
TUBB3	10381	ENSG00000258947	
LSM5	23658	ENSG00000106355	Q9Y4Y9
DPY19L4	286148	ENSG00000156162	Q7Z388
TUBB3	10381	ENSG00000258947	Q13509
DNAJA1	3301	ENSG00000086061	P31689
KIAA0556	23247	ENSG00000047578	O60303
KIAA0556	23247	ENSG00000047578	
HTR2A	3356	ENSG00000102468	P28223
HTR2A	3356	ENSG00000102468	
PANX2	56666	ENSG00000073150	Q96RD6
AXL	558	ENSG00000167601	
SUFU	51684	ENSG00000107882	Q9UMX1
KLK3	354	ENSG00000142515	P07288
CTSE	1510	ENSG00000196188	P14091
LSM5	23658	ENSG00000106355	
FST	10468	ENSG00000134363	P19883
PANX2	56666	ENSG00000073150	
SETD1A	9739	ENSG00000099381	O15047
PLEKHA5	54477	ENSG00000052126	Q9HAU0
SETD1A	9739	ENSG00000099381	
FST	10468	ENSG00000134363	
CPNE1	8904	ENSG00000214078	Q99829
PKN1	5585	ENSG00000123143	Q16512
KIR3DL3	115653	ENSG00000274480	
CPNE1	8904	ENSG00000214078	
FEZF1	389549	ENSG00000128610	A0PJY2
KIR3DX1		ENSG00000275918	
FEZF1	389549	ENSG00000128610	
NDUFS7	374291	ENSG00000115286	
HLA-DRB4	3126	ENSG00000227826	
SH3D19	152503	ENSG00000109686	Q5HYK7
IL1RL2	8808	ENSG00000115598	Q9HB29
IFI27L1	122509	ENSG00000165948	Q96BM0
KIR3DX1		ENSG00000275918	Q9H7L2
IL1RL2	8808	ENSG00000115598	
NFASC	23114	ENSG00000163531	O94856
TLX3	30012	ENSG00000164438	O43711
CPD	1362	ENSG00000108582	O75976
KLK2	3817	ENSG00000167751	
FAM120C	54954	ENSG00000184083	Q9NX05
IFI27L1	122509	ENSG00000165948	
RNF41	10193	ENSG00000181852	Q9H4P4
FAM120C	54954	ENSG00000184083	
HLA-A	3105	ENSG00000224320	
ADH5	128	ENSG00000197894	P11766
LSM3	27258	ENSG00000170860	P62310
CPD	1362	ENSG00000108582	
SH3D19	152503	ENSG00000109686	
OR9Q2	219957	ENSG00000186513	Q8NGE9
KRT20	54474	ENSG00000171431	P35900
HSD3B7	80270	ENSG00000099377	Q9H2F3
OR1S2	219958	ENSG00000197887	
OR1S2	219958	ENSG00000197887	Q8NGQ3
OR1S1	219959	ENSG00000280204	
SERPINB6	5269	ENSG00000124570	P35237
OR1S1	219959	ENSG00000280204	Q8NH92
HSD3B7	80270	ENSG00000099377	
RNF41	10193	ENSG00000181852	
OR10Q1	219960	ENSG00000180475	Q8NGQ4
CFAP54	144535	ENSG00000188596	
EIF1AY	9086	ENSG00000198692	O14602
EPGN	255324	ENSG00000182585	Q6UW88
EIF1AY	9086	ENSG00000198692	
SERPINB6	5269	ENSG00000124570	
ADH5	128	ENSG00000197894	
EPGN	255324	ENSG00000182585	
CDC42EP3	10602	ENSG00000163171	Q9UKI2
CDC42EP3	10602	ENSG00000163171	
KLK2	3817	ENSG00000167751	P20151
OR10W1	81341	ENSG00000172772	Q8NGF6
KYAT3	56267	ENSG00000137944	Q6YP21
AL096711.2		ENSG00000255330	
KYAT3	56267	ENSG00000137944	
KIAA0408	9729	ENSG00000189367	
CFAP54	144535	ENSG00000188596	Q96N23
HAX1	10456	ENSG00000143575	O00165
SYAP1	94056	ENSG00000169895	Q96A49
